date,result
2008-01-18,2751
2008-01-19,7116
2008-01-20,4319
2008-01-21,5832
2008-01-22,4703
2008-01-23,9678
2008-01-24,3804
2008-01-25,1096
2008-01-26,8324
2008-01-27,6953
2008-01-28,8749
2008-01-29,9528
2008-01-30,3172
2008-01-31,0984
2008-02-01,5281
2008-02-02,7522
2008-02-03,9014
2008-02-04,6837
2008-02-05,7916
2008-02-06,2365
2008-02-07,6225
2008-02-08,8590
2008-02-09,1063
2008-02-10,5194
2008-02-11,3087
2008-02-12,8195
2008-02-13,3855
2008-02-14,1908
2008-02-15,7821
2008-02-16,0682
2008-02-17,5039
2008-02-18,8594
2008-02-19,4670
2008-02-20,6213
2008-02-21,5182
2008-02-22,2574
2008-02-23,7340
2008-02-24,0869
2008-02-25,9126
2008-02-26,2710
2008-02-27,6482
2008-02-28,0937
2008-02-29,2943
2008-03-01,6012
2008-03-02,4704
2008-03-03,0695
2008-03-04,4922
2008-03-05,5250
2008-03-06,1096
2008-03-07,6393
2008-03-08,8132
2008-03-09,9586
2008-03-10,3824
2008-03-11,5791
2008-03-12,2577
2008-03-13,8439
2008-03-14,5219
2008-03-15,2753
2008-03-16,3987
2008-03-17,1576
2008-03-18,8917
2008-03-19,0194
2008-03-20,8510
2008-03-21,9274
2008-03-22,4451
2008-03-23,5826
2008-03-24,2064
2008-03-25,8539
2008-03-26,9050
2008-03-27,4695
2008-03-28,5243
2008-03-29,0469
2008-03-30,6395
2008-03-31,4583
2008-04-01,3609
2008-04-02,7598
2008-04-03,5232
2008-04-04,8974
2008-04-05,9645
2008-04-06,2536
2008-04-07,1858
2008-04-08,9425
2008-04-09,8346
2008-04-10,9873
2008-04-11,0584
2008-04-12,6257
2008-04-13,1780
2008-04-14,3104
2008-04-15,7546
2008-04-16,5139
2008-04-17,1891
2008-04-18,3768
2008-04-19,2083
2008-04-20,4971
2008-04-21,3810
2008-04-22,1458
2008-04-23,0694
2008-04-24,8172
2008-04-25,3596
2008-04-26,0178
2008-04-27,6203
2008-04-28,2859
2008-04-29,0371
2008-04-30,1293
2008-05-01,4035
2008-05-02,9128
2008-05-03,8265
2008-05-04,3894
2008-05-05,0546
2008-05-06,2615
2008-05-07,7206
2008-05-08,1422
2008-05-09,9754
2008-05-10,7461
2008-05-11,6160
2008-05-12,9702
2008-05-13,0811
2008-05-14,4621
2008-05-15,3295
2008-05-16,2073
2008-05-17,3586
2008-05-18,4759
2008-05-19,0125
2008-05-20,1956
2008-05-21,3592
2008-05-22,1876
2008-05-23,9045
2008-05-24,4798
2008-05-25,5024
2008-05-26,8619
2008-05-27,2260
2008-05-28,9638
2008-05-29,0244
2008-05-30,5812
2008-05-31,2605
2008-06-01,7085
2008-06-02,1456
2008-06-03,0124
2008-06-04,4591
2008-06-05,2129
2008-06-06,8067
2008-06-07,5396
2008-06-08,7523
2008-06-09,9082
2008-06-10,1506
2008-06-11,8914
2008-06-12,6843
2008-06-13,3194
2008-06-14,7061
2008-06-15,3847
2008-06-16,1452
2008-06-17,4700
2008-06-18,0597
2008-06-19,3982
2008-06-20,2607
2008-06-21,5820
2008-06-22,9735
2008-06-23,1652
2008-06-24,2019
2008-06-25,0823
2008-06-26,8744
2008-06-27,9320
2008-06-28,4062
2008-06-29,7438
2008-06-30,8249
2008-07-01,3826
2008-07-02,0115
2008-07-03,6231
2008-07-04,3546
2008-07-05,7018
2008-07-06,4163
2008-07-07,1805
2008-07-08,2062
2008-07-09,5388
2008-07-10,3709
2008-07-11,0482
2008-07-12,8746
2008-07-13,8523
2008-07-14,4837
2008-07-15,9405
2008-07-16,6080
2008-07-17,2376
2008-07-18,4695
2008-07-19,3428
2008-07-20,2586
2008-07-21,0155
2008-07-22,5361
2008-07-23,7604
2008-07-24,1543
2008-07-25,4027
2008-07-26,2506
2008-07-27,2714
2008-07-28,3264
2008-07-29,0638
2008-07-30,8051
2008-07-31,2470
2008-08-01,1732
2008-08-02,1964
2008-08-03,4210
2008-08-04,9352
2008-08-05,8996
2008-08-06,3674
2008-08-07,1026
2008-08-08,6418
2008-08-09,4397
2008-08-10,8590
2008-08-11,2076
2008-08-12,9211
2008-08-13,0785
2008-08-14,3629
2008-08-15,5614
2008-08-16,2179
2008-08-17,3205
2008-08-18,0306
2008-08-19,7083
2008-08-20,9462
2008-08-21,8271
2008-08-22,6851
2008-08-23,5695
2008-08-24,8076
2008-08-25,6120
2008-08-26,3850
2008-08-27,4764
2008-08-28,0032
2008-08-29,1493
2008-08-30,1871
2008-08-31,5391
2008-09-01,8900
2008-09-02,1342
2008-09-03,0127
2008-09-04,2118
2008-09-05,8642
2008-09-06,7908
2008-09-07,3260
2008-09-08,0716
2008-09-09,3038
2008-09-10,6193
2008-09-11,4284
2008-09-12,1966
2008-09-13,3482
2008-09-14,2079
2008-09-15,8445
2008-09-16,9489
2008-09-17,6921
2008-09-18,0576
2008-09-19,1230
2008-09-20,7324
2008-09-21,9387
2008-09-22,4128
2008-09-23,7305
2008-09-24,5286
2008-09-25,4720
2008-09-26,9645
2008-09-27,5933
2008-09-28,9407
2008-09-29,5208
2008-09-30,7219
2008-10-01,7165
2008-10-02,9974
2008-10-03,3486
2008-10-04,6914
2008-10-05,5359
2008-10-06,7063
2008-10-07,3894
2008-10-08,5618
2008-10-09,0586
2008-10-10,9802
2008-10-11,2495
2008-10-12,2863
2008-10-13,0975
2008-10-14,4256
2008-10-15,6087
2008-10-16,1950
2008-10-17,7013
2008-10-18,8691
2008-10-19,9208
2008-10-20,5384
2008-10-21,1510
2008-10-22,8517
2008-10-23,6328
2008-10-24,5609
2008-10-25,6087
2008-10-26,9736
2008-10-27,9030
2008-10-28,7253
2008-10-29,3065
2008-10-30,2519
2008-10-31,6288
2008-11-01,7125
2008-11-02,3106
2008-11-03,8691
2008-11-04,5878
2008-11-05,1023
2008-11-06,9715
2008-11-07,2163
2008-11-08,2077
2008-11-09,3651
2008-11-10,1068
2008-11-11,9684
2008-11-12,0937
2008-11-13,1798
2008-11-14,3176
2008-11-15,7365
2008-11-16,5397
2008-11-17,4686
2008-11-18,9051
2008-11-19,5648
2008-11-20,3391
2008-11-21,4764
2008-11-22,1938
2008-11-23,2590
2008-11-24,0476
2008-11-25,0314
2008-11-26,7039
2008-11-27,1724
2008-11-28,9264
2008-11-29,0451
2008-11-30,8162
2008-12-01,9638
2008-12-02,5472
2008-12-03,2016
2008-12-04,3160
2008-12-05,2798
2008-12-06,5074
2008-12-07,9586
2008-12-08,4870
2008-12-09,7638
2008-12-10,0245
2008-12-11,7234
2008-12-12,6952
2008-12-13,7593
2008-12-14,0611
2008-12-15,9017
2008-12-16,1356
2008-12-17,2675
2008-12-18,4502
2008-12-19,4325
2008-12-20,2164
2008-12-21,6807
2008-12-22,3029
2008-12-23,5912
2008-12-24,5489
2008-12-25,2177
2008-12-26,6457
2008-12-27,8260
2008-12-28,7146
2008-12-29,5784
2008-12-30,6150
2008-12-31,1042
2009-01-01,9486
2009-01-02,2015
2009-01-03,7292
2009-01-04,2601
2009-01-05,6347
2009-01-06,2286
2009-01-07,9184
2009-01-08,5821
2009-01-09,3192
2009-01-10,0611
2009-01-11,4975
2009-01-12,0415
2009-01-13,3908
2009-01-14,3769
2009-01-15,4605
2009-01-16,3770
2009-01-17,4923
2009-01-18,7402
2009-01-19,0943
2009-01-20,7094
2009-01-21,5388
2009-01-22,1050
2009-01-23,8196
2009-01-24,1508
2009-01-25,8334
2009-01-26,9754
2009-01-27,0168
2009-01-28,2151
2009-01-29,9045
2009-01-30,4279
2009-01-31,6194
2009-02-01,0360
2009-02-02,7546
2009-02-03,5289
2009-02-04,3033
2009-02-05,4769
2009-02-06,2752
2009-02-07,0921
2009-02-08,6548
2009-02-09,9805
2009-02-10,1747
2009-02-11,5229
2009-02-12,8406
2009-02-13,4569
2009-02-14,7748
2009-02-15,9307
2009-02-16,3723
2009-02-17,1991
2009-02-18,2078
2009-02-19,5127
2009-02-20,0744
2009-02-21,6281
2009-02-22,8669
2009-02-23,8518
2009-02-24,7604
2009-02-25,2230
2009-02-26,5080
2009-02-27,1297
2009-02-28,7614
2009-03-01,0171
2009-03-02,4503
2009-03-03,1043
2009-03-04,6356
2009-03-05,8130
2009-03-06,9145
2009-03-07,5539
2009-03-08,0965
2009-03-09,7483
2009-03-10,9299
2009-03-11,8634
2009-03-12,1905
2009-03-13,5429
2009-03-14,0681
2009-03-15,8048
2009-03-16,3726
2009-03-17,6104
2009-03-18,2865
2009-03-19,7541
2009-03-20,1536
2009-03-21,4813
2009-03-22,6929
2009-03-23,0743
2009-03-24,5683
2009-03-25,3117
2009-03-26,8509
2009-03-27,7635
2009-03-28,2716
2009-03-29,3298
2009-03-30,4551
2009-03-31,1018
2009-04-01,8739
2009-04-02,9971
2009-04-03,1471
2009-04-04,0385
2009-04-05,7064
2009-04-06,3597
2009-04-07,6831
2009-04-08,0659
2009-04-09,3411
2009-04-10,5350
2009-04-11,3968
2009-04-12,8290
2009-04-13,7445
2009-04-14,5909
2009-04-15,9487
2009-04-16,2813
2009-04-17,3176
2009-04-18,8093
2009-04-19,5866
2009-04-20,2984
2009-04-21,3546
2009-04-22,0175
2009-04-23,7360
2009-04-24,9870
2009-04-25,2848
2009-04-26,6714
2009-04-27,8625
2009-04-28,9915
2009-04-29,7402
2009-04-30,0146
2009-05-01,9369
2009-05-02,4526
2009-05-03,3085
2009-05-04,5704
2009-05-05,7620
2009-05-06,8348
2009-05-07,5289
2009-05-08,7832
2009-05-09,6293
2009-05-10,2010
2009-05-11,4076
2009-05-12,6631
2009-05-13,0783
2009-05-14,7184
2009-05-15,3523
2009-05-16,4409
2009-05-17,9191
2009-05-18,8955
2009-05-19,1380
2009-05-20,7619
2009-05-21,5021
2009-05-22,5967
2009-05-23,2495
2009-05-24,7084
2009-05-25,4771
2009-05-26,5915
2009-05-27,0897
2009-05-28,3070
2009-05-29,1436
2009-05-30,9467
2009-05-31,0813
2009-06-01,7963
2009-06-02,3122
2009-06-03,4608
2009-06-04,1453
2009-06-05,2582
2009-06-06,3075
2009-06-07,8559
2009-06-08,0394
2009-06-09,1267
2009-06-10,5364
2009-06-11,8679
2009-06-12,9616
2009-06-13,2983
2009-06-14,7422
2009-06-15,3185
2009-06-16,2538
2009-06-17,4844
2009-06-18,7258
2009-06-19,7327
2009-06-20,8861
2009-06-21,5764
2009-06-22,7025
2009-06-23,4812
2009-06-24,3291
2009-06-25,1439
2009-06-26,6100
2009-06-27,9145
2009-06-28,5126
2009-06-29,0382
2009-06-30,7264
2009-07-01,2090
2009-07-02,9172
2009-07-03,4706
2009-07-04,6238
2009-07-05,0215
2009-07-06,8817
2009-07-07,9130
2009-07-08,5282
2009-07-09,7213
2009-07-10,9357
2009-07-11,0115
2009-07-12,4676
2009-07-13,5093
2009-07-14,1589
2009-07-15,7148
2009-07-16,5895
2009-07-17,3720
2009-07-18,0712
2009-07-19,2498
2009-07-20,4101
2009-07-21,3076
2009-07-22,0875
2009-07-23,1384
2009-07-24,6522
2009-07-25,8056
2009-07-26,3764
2009-07-27,0370
2009-07-28,8452
2009-07-29,6168
2009-07-30,7230
2009-07-31,5881
2009-08-01,1373
2009-08-02,1465
2009-08-03,2591
2009-08-04,4635
2009-08-05,9554
2009-08-06,2178
2009-08-07,6693
2009-08-08,9152
2009-08-09,5330
2009-08-10,7304
2009-08-11,3911
2009-08-12,4909
2009-08-13,8532
2009-08-14,1387
2009-08-15,8450
2009-08-16,9821
2009-08-17,3972
2009-08-18,5306
2009-08-19,2596
2009-08-20,7281
2009-08-21,6005
2009-08-22,7142
2009-08-23,1579
2009-08-24,6917
2009-08-25,4125
2009-08-26,8747
2009-08-27,3054
2009-08-28,7911
2009-08-29,2762
2009-08-30,8302
2009-08-31,9360
2009-09-01,7041
2009-09-02,6229
2009-09-03,9103
2009-09-04,2855
2009-09-05,2314
2009-09-06,7019
2009-09-07,5087
2009-09-08,1706
2009-09-09,3775
2009-09-10,2697
2009-09-11,8259
2009-09-12,7901
2009-09-13,5786
2009-09-14,1692
2009-09-15,0848
2009-09-16,2955
2009-09-17,4612
2009-09-18,8516
2009-09-19,1889
2009-09-20,1069
2009-09-21,6057
2009-09-22,4396
2009-09-23,5373
2009-09-24,9211
2009-09-25,0516
2009-09-26,8194
2009-09-27,3759
2009-09-28,8910
2009-09-29,5242
2009-09-30,7093
2009-10-01,1832
2009-10-02,7186
2009-10-03,6450
2009-10-04,3578
2009-10-05,0324
2009-10-06,9298
2009-10-07,2749
2009-10-08,8015
2009-10-09,2833
2009-10-10,9506
2009-10-11,6942
2009-10-12,0736
2009-10-13,4070
2009-10-14,8602
2009-10-15,7346
2009-10-16,5827
2009-10-17,8015
2009-10-18,7206
2009-10-19,3554
2009-10-20,6180
2009-10-21,7536
2009-10-22,0125
2009-10-23,5073
2009-10-24,4409
2009-10-25,2930
2009-10-26,1899
2009-10-27,0323
2009-10-28,6913
2009-10-29,2194
2009-10-30,8597
2009-10-31,2931
2009-11-01,4769
2009-11-02,4274
2009-11-03,2906
2009-11-04,5701
2009-11-05,8217
2009-11-06,9076
2009-11-07,6292
2009-11-08,0164
